invalid_smiles,Canonicalized
O=[N+]([O-])c1ccc(C[C@@H]([N+H3])[C@H](O)C(=O)N[C@H](C(=O)[O-])CC(C)C)cc1,CC(C)CC(C(=O)[O-])NC(=O)C(C(Cc1ccc(cc1)[N+](=O)[O-])[NH3+])O
Clc1cc2[n+H]c3c(c(NCCC[N+H](CCCNc4c5C(=O)c6c(-n7c5c(nc7)cc4)cccc6)C)c2cc1)cc(OC)cc3,C[NH+](CCCNc1ccc2c3c1c(=O)c4ccccc4n3cn2)CCCNc5c6ccc(cc6[nH+]c7c5cc(cc7)OC)Cl
O=C(CO)[C@@]1(O)C[C@H](OC2OC(C)C(O)C([N+H3])C2)c2c([O-])c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1,CC1C(C(CC(O1)OC2CC(Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O
O=C([O-])c1c(C)c(c(N)c(-c2nc3C(=O)C([N+H3])=C(OC)C(=O)c3cc2)n1)-c1c(O)c(OC)c(OC)cc1,Cc1c(c(c(nc1C(=O)[O-])c2ccc3c(n2)C(=O)C(=C(C3=O)OC)[NH3+])N)c4ccc(c(c4O)OC)OC
O=C(Oc1c(OC)ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)c1)C([N+H3])CCC(=O)[O-],COc1ccc(cc1OC(=O)C(CCC(=O)[O-])[NH3+])C=Cc2cc(c(c(c2)OC)OC)OC
O=[N+]([O-])c1c2c(NCCCCCNc3c4c([N+](=O)[O-])cccc4[n+H]c4c3cccc4)c3c([n+H]c2ccc1)cccc3,c1ccc2c(c1)c(c3c([nH+]2)cccc3[N+](=O)[O-])NCCCCCNc4c5ccccc5[nH+]c6c4c(ccc6)[N+](=O)[O-]
O(C)c1c(OC)cc(C=2C(c3cc(OC)c(OC)cc3)=C[N+H]3[C@H](C=2)CCC3)cc1O,COc1ccc(cc1OC)C2=C[NH+]3CCCC3C=C2c4cc(c(c(c4)OC)OC)O
Clc1c(Cl)ccc(/C=C/2\C(=O)/C(=C\c3cc(Cl)c(Cl)cc3)/CN(C(=O)CC[N+H]3CCOCC3)C\2)c1,c1cc(c(cc1C=C2CN(CC(=Cc3ccc(c(c3)Cl)Cl)C2=O)C(=O)CC[NH+]4CCOCC4)Cl)Cl
Clc1c(C#N)cc2S(=O)(=O)N=C(N[N+H2]C)Sc2c1,C[NH2+]NC1=NS(=O)(=O)c2cc(c(cc2S1)Cl)C#N
O=C(O[C@@H]1[C@@](O)(C(=O)OC)[C@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CC[N+H]4C[C@H]([C@@H]6[C@H](C4)CCC6)C3)cccc5)[C@]32[C@H]2[C@@]1(CC)C=CC[N+H]2CC3)C,CCC12C=CC[NH+]3C1C4(CC3)c5cc(c(cc5N(C4C(C2OC(=O)C)(C(=O)OC)O)C)OC)C6(CC7C[NH+](CCc8c6[nH]c9c8cccc9)CC1C7CCC1)C(=O)OC
FC(F)(F)c1c(N2CC[N+H](C)CC2)ccc(Nc2nc(-c3c4n(nc3)N=CC=C4)ccn2)c1,C[NH+]1CCN(CC1)c2ccc(cc2C(F)(F)F)Nc3nccc(n3)c4cnn5c4cccn5
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CC[N+H]4C[C@](O)(CC)CC(C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)[C@H]1[C@@H](C[N+H]2CC3)C1)C,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CC[NH+](C2)C1)(c5cc6c(cc5OC)N(C7C68CC[NH+]9C8C(C1CC1C9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C=O)C(=O)OC)O
O=C([O-])[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C1N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(NC(=O)[C@H](NC(=O)[C@H](NC(=O)C[C@H](O)CCCCCCC)CCCC[N+H3])Cc2c3c([nH]c2)cccc3)CCCC[N+H3])CC(C)C)Cc2ccccc2)CCCC[N+H3])CCCC[N+H3])CC(C)C)CCC1)CCCC[N+H3])Cc1ccccc1)CC(C)C)Cc1nc[nH]c1)CC(C)C)C)CCCC[N+H3])CCCC[N+H3])Cc1ccccc1,CCCCCCCC(CC(=O)NC(CCCC[NH3+])C(=O)NC(Cc1c[nH]c2c1cccc2)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(Cc3ccccc3)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)N4CCCC4C(=O)NC(CCCC[NH3+])C(=O)NC(Cc5ccccc5)C(=O)NC(CC(C)C)C(=O)NC(Cc6c[nH]cn6)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc7ccccc7)C(=O)[O-])O
O(C)c1c(OC)cc2c([C@@H](C[C@@H]3[C@@H](CC)C[N+H]4[C@H](c5c(cc(OC)c(OC)c5)CC4)C3)[N+H2]CC2)c1,CCC1C[NH+]2CCc3cc(c(cc3C2CC1CC4c5cc(c(cc5CC[NH2+]4)OC)OC)OC)OC
O(C)C1=C(C)C(=O)C2=C(C1=O)C(CO)N1C(C#N)C3N(C)C4C1C2[N+H]1C(OCC1)C4C3,CC1=C(C(=O)C2=C(C1=O)C3C4C5C(CC(N5C)C(N4C2CO)C#N)C6[NH+]3CCO6)OC
O=C1c2c([O-])ccc([O-])c2C(=O)c2c(NCC[N+H2]CCO)ccc(NCC[N+H2]CCO)c12,c1cc(c2c(c1NCC[NH2+]CCO)C(=O)c3c(ccc(c3C2=O)[O-])[O-])NCC[NH2+]CCO
O=C(OC1C([N+H](C)C)(C)CC(c2c([O-])c3C(=O)c4c5OC(C6(C)C(/C=C\C)O6)=CC(=O)c5c(C)cc4C(=O)c3c(C3OC(C)C(O)C([N+H](C)C)C3)c2)OC1C)C,CC=CC1C(O1)(C)c2cc(=O)c3c(cc4c(c3o2)C(=O)c5c(c(cc(c5[O-])C6CC(C(C(O6)C)OC(=O)C)(C)[NH+](C)C)C7CC(C(C(O7)C)O)[NH+](C)C)C4=O)C
O=C(OC)C1[C@](O)(CC)C[C@@H](OC2OC(C)C(OC3OC(C)C(OC4OC(C)C(=O)CC4)C(O)C3)C([N+H](C)C)C2)c2c([O-])c3C(=O)c4c([O-])cccc4C(=O)c3c([O-])c12,CCC1(CC(c2c(c(c3c(c2[O-])C(=O)c4c(cccc4[O-])C3=O)[O-])C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)[NH+](C)C)O
BrC1C([N+H3])C(O)C(C)OC1O[C@@H]1c2c([O-])c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C[C@@](O)(C(=O)C)C1,CC1C(C(C(C(O1)OC2CC(Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)C)O)Br)[NH3+])O
O=C(O[C@@H]1C(OC)=C[C@]23[N+H](CCc4c([C@H]12)cc1OCOc1c4)CCC3)[C@](O)(CC(=O)OC)CCCC(O)(C)C,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2c3cc4c(cc3CC[NH+]5C2(CCC5)C=C1OC)OCO4)O)O
O=C(OC)C1C(O)(CC)CC(OC2OC(C)C(OC3OC(C)C4OC5OC(C)C(=O)CC5OC4C3)C([N+H](C)C)C2)c2c([O-])c3C(=O)c4c([O-])ccc([O-])c4C(=O)c3cc12,CCC1(CC(c2c(cc3c(c2[O-])C(=O)c4c(ccc(c4C3=O)[O-])[O-])C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC7C(C(O6)C)OC8C(O7)CC(=O)C(O8)C)[NH+](C)C)O
O=[N+]([O-])c1c2c(NCCC[N+H2]C(C)C)c3c([n+H]c2ccc1)cccc3,CC(C)[NH2+]CCCNc1c2ccccc2[nH+]c3c1c(ccc3)[N+](=O)[O-]
[N+H2]=C(Nc1nc(-c2ncccc2)cc2c1cccc2)c1ncccc1,c1ccc2c(c1)cc(nc2NC(=[NH2+])c3ccccn3)c4ccccn4
S(C)C=1C(=O)C=C2[C@H]([N+H2]Cc3c([N+](=O)[O-])cccc3)CCc3c(c(OC)c(OC)c(OC)c3)C2=CC=1,COc1cc2c(c(c1OC)OC)-c3ccc(c(=O)cc3C(CC2)[NH2+]Cc4ccccc4[N+](=O)[O-])SC
O=C1c2c([O-])c3[C@H](OC4OC(C)C(O)C([N+H]5CCOCC5)C4)C[C@](O)(CC)[C@H](O)c3c([O-])c2C(=O)c2c1c([O-])ccc2,CCC1(CC(c2c(c(c3c(c2[O-])C(=O)c4c(cccc4[O-])C3=O)[O-])C1O)OC5CC(C(C(O5)C)O)[NH+]6CCOCC6)O
O(C)c1cc2c3c(C)c4c(NCCC[N+H](CCCNc5c6C(=O)c7c(-n8c6c(nc8)cc5)cccc7)C)nccc4c(C)c3[nH]c2cc1,Cc1c2ccnc(c2c(c3c1[nH]c4c3cc(cc4)OC)C)NCCC[NH+](C)CCCNc5ccc6c7c5c(=O)c8ccccc8n7cn6
O(C)c1c(OC)cc2c([C@H]3[N+H](C[C@H](CC)[C@@H](C[C@H]4[N+H2]CCc5c6c([nH]c45)ccc(O)c6)C3)CC2)c1,CCC1C[NH+]2CCc3cc(c(cc3C2CC1CC4c5c(c6cc(ccc6[nH]5)O)CC[NH2+]4)OC)OC
Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OC3CC[N+H](C)CC3)c4)c2)C)cccc1,CC(c1ccccc1Cl)Oc2cc(sc2C(=O)N)n3cnc4c3cc(cc4)OC5CC[NH+](CC5)C
O=C(OC)[C@H]1[C@@](O)(CC)C[C@H](OC2OC(C)C(OC3OC(C)C(OC4OC(C)C(=O)CC4)C(O)C3)C([N+H](C)C)C2)c2c([O-])c3C(=O)c4c([O-])cccc4C(=O)c3cc12,CCC1(CC(c2c(cc3c(c2[O-])C(=O)c4c(cccc4[O-])C3=O)C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)[NH+](C)C)O
O=[N+]([O-])c1c2c(NCCCCNC(=O)CCC(NC(=O)C(NC(=O)C(OC3C(O)C(CO)OC(OCc4ccccc4)C3NC(=O)C)C)C)C(=O)N)c3c([n+H]c2ccc1)cccc3,CC(C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2[nH+]c3c1c(ccc3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCc5ccccc5)NC(=O)C
O=C(OCC)Nc1[n+H]c(N)c2N=C(c3ccccc3)CNc2c1,CCOC(=O)Nc1cc2c(c([nH+]1)N)N=C(CN2)c3ccccc3
O=C([O-])CCC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)NC(CCC[N+H3])C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N2C(C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(CC(=O)[O-])C(=O)N1)CCC2,CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCC[NH3+])C(C)C)Cc3ccc(cc3)O)CCC(=O)[O-])CC(=O)[O-])Cc4ccccc4)Cc5ccccc5)Cc6ccccc6
S(C)C=1C(=O)C=C2[C@H]([N+H2]Cc3ccc([N+](=O)[O-])cc3)CCc3c(c(OC)c(OC)c(OC)c3)C2=CC=1,COc1cc2c(c(c1OC)OC)-c3ccc(c(=O)cc3C(CC2)[NH2+]Cc4ccc(cc4)[N+](=O)[O-])SC
O=C(OC)[C@H]1[C@@](O)(CC)C[C@H](OC2OC(C)C(OC3OC(C)C(OC4OC(C)C(O)C(O)C4)C(O)C3)C([N+H](C)C)C2)c2c([O-])c3C(=O)c4c([O-])ccc([O-])c4C(=O)c3cc12,CCC1(CC(c2c(cc3c(c2[O-])C(=O)c4c(ccc(c4C3=O)[O-])[O-])C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)O)O)[NH+](C)C)O
O=C(N[C@H]1[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H]2N(C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@H](O)[C@@H]([C@H](CC)C)NC1=O)CCC2)[C@H](N(C(=O)[C@H]1[N+H2]CC=C1)C)CC(C)C,CCC(C)C1C(CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3C=CC[NH2+]3)C)Cc4ccc(cc4)OC)C)CC(C)C)C)C(C)C)O
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C=O)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CC[N+H]4C[C@](O)(CC)CC(C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CC[N+H]2CC3)C,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CC[NH+](C2)C1)(c5cc6c(cc5OC)N(C7C68CC[NH+]9C8C(C=CC9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C=O)C(=O)OC)O
O=[N+]([O-])c1cc2c3c(C(=O)N(CCCN4CC[N+H](CCCNc5c6C(=O)c7c(-n8c6c(nc8)cc5)cccc7)CC4)C(=O)c3ccc2)c1,c1ccc2c(c1)c(=O)c3c(ccc4c3n2cn4)NCCC[NH+]5CCN(CC5)CCCN6C(=O)c7cccc8c7c(cc(c8)[N+](=O)[O-])C6=O
ClCC1c2c3c(c(N)cc2N(C(=O)c2[nH]c4c(cc(OC)c(OCC[N+H](C)C)c4)c2)C1)cccc3,C[NH+](C)CCOc1cc2c(cc1OC)cc([nH]2)C(=O)N3CC(c4c3cc(c5c4cccc5)N)CCl
O=C(C)[C@@]1(O)C[C@H](OC2OC(C)C(O)C([N+H3])C2)c2c([O-])c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1,CC1C(C(CC(O1)OC2CC(Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)C)O)[NH3+])O
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CC[N+H]4C[C@](O)(CC)CC(C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CC[N+H]2CC3)C,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CC[NH+](C2)C1)(c5cc6c(cc5OC)N(C7C68CC[NH+]9C8C(C=CC9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O
FC(F)(F)c1cc(N2CC[N+H](CC(=C)c3ccc(C(=O)Nc4c(N)cccc4)cc3)CC2)ccc1,C=C(C[NH+]1CCN(CC1)c2cccc(c2)C(F)(F)F)c3ccc(cc3)C(=O)Nc4ccccc4N
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4C[N+@H]4CC(CC)=C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)[C@H]1[C@@H](C[N+H]2CC3)C1)C,CCC1=CC2CC(c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N(C7C68CC[NH+]9C8C(C1CC1C9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC
O=C(NC(C(=O)NCCC(=O)NC(C[N+H](C)C)C)(C)C)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1N(C(=O)/C=C/C(CC)C)CC(C)C1)CC(CC(O)CC(=O)CC)C)C(O)C(C)C)(C)C)CC(C)C)CC(C)C)(C)C,CCC(C)C=CC(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)C[NH+](C)C)C
O(C)c1c(OC)cc2c(C(=O)N(CCC[N+H]3CC(O)CCC3)C=3c4c(C(=O)C2=3)cc2OCOc2c4)c1,COc1cc2c(cc1OC)c(=O)n(c-3c2C(=O)c4c3cc5c(c4)OCO5)CCC[NH+]6CCCC(C6)O
O=[N+]([O-])c1cc2C(=O)N(CCC[N+H3])C=3c4c(C(=O)C=3c2cc1)cccc4,c1ccc2c(c1)-c3c(c4ccc(cc4c(=O)n3CCC[NH3+])[N+](=O)[O-])C2=O
O=[N+]([O-])c1cc2C(=O)N(CC[N+H2]CCC[N+H2]CCN3C(=O)c4c(ccc([N+](=O)[O-])c4)C=4C(=O)c5c(cccc5)C3=4)C=3c4c(C(=O)C=3c2cc1)cccc4,c1ccc2c(c1)-c3c(c4ccc(cc4c(=O)n3CC[NH2+]CCC[NH2+]CCn5c-6c(c7ccc(cc7c5=O)[N+](=O)[O-])C(=O)c8c6cccc8)[N+](=O)[O-])C2=O
O=C1c2c(NCCC[N+H2]CCNCCCNc3c4C(=O)c5c(-n6nnc(c46)cc3)cccc5)ccc3nnn(c23)-c2c1cccc2,c1ccc2c(c1)c(=O)c3c(ccc4c3n2nn4)NCCC[NH2+]CCNCCCNc5ccc6c7c5c(=O)c8ccccc8n7nn6
O=C1N(CC[N+H2]CCC[N+H2]CCN2C(=O)c3c(cccc3)C=3C(=O)c4c(cccc4)C2=3)C=2c3c(C(=O)C=2c2c1cccc2)cccc3,c1ccc2c(c1)c3c(n(c2=O)CC[NH2+]CCC[NH2+]CCn4c-5c(c6ccccc6c4=O)C(=O)c7c5cccc7)-c8ccccc8C3=O
O=C(OC1C(O)C(OC)C(CO)OC1n1c2c3[nH]c4c(c3c3C(=O)NC(=O)c3c2c2c1cccc2)cccc4)C([N+H3])CCCC[N+H3],COC1C(OC(C(C1O)OC(=O)C(CCCC[NH3+])[NH3+])n2c3ccccc3c4c2c5c(c6ccccc6[nH]5)c7c4C(=O)NC7=O)CO
O=C1N(CCC[N+H2]CCCC[N+H2]CCCN2C(=O)c3c(cccc3)C3C(=O)c4c(cccc4)C23)C=2c3c(C(=O)C=2c2c1cccc2)cccc3,c1ccc2c(c1)c3c(n(c2=O)CCC[NH2+]CCCC[NH2+]CCCN4C5c6ccccc6C(=O)C5c7ccccc7C4=O)-c8ccccc8C3=O
O(C)c1c(OC)cc2c(C(=O)N(CCCN3CC[N+H2]CC3)C=3c4c(C(=O)C2=3)cc2OCOc2c4)c1,COc1cc2c(cc1OC)c(=O)n(c-3c2C(=O)c4c3cc5c(c4)OCO5)CCCN6CC[NH2+]CC6
Clc1c(-c2c(/C=N\NC(=[N+H2])N)n3c(SCC3)n2)cc(Cl)s1,c1c(c(sc1Cl)Cl)c2c(n3c(n2)SCC3)C=NNC(=[NH2+])N
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4C[N+H]4CC(CC)=CC(C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CC[N+H]2CC3)C,CCC1=CC2CC(c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N(C7C68CC[NH+]9C8C(C=CC9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC
O=C1N(CCC[N+H2]CCCCN2C(=O)c3c(cccc3)C=3C(=O)c4c(cccc4)C2=3)C=2c3c(C(=O)C=2c2c1cccc2)cccc3,c1ccc2c(c1)c3c(n(c2=O)CCCC[NH2+]CCCn4c-5c(c6ccccc6c4=O)C(=O)c7c5cccc7)-c8ccccc8C3=O
O=C1/C(=C/c2ccc(C)cc2)/SC(Nc2sc(C)c(-c3c(C)sc(NC=4S/C(=C\c5ccc(C)cc5)/C(=O)[N+H]=4)n3)n2)=[N+H]1,Cc1ccc(cc1)C=C2C(=O)[NH+]=C(S2)Nc3nc(c(s3)C)c4c(sc(n4)NC5=[NH+]C(=O)C(=Cc6ccc(cc6)C)S5)C
BrC=1C(=O)C(Br)=CC2(C=3C(=O)c4nc5c(c6c4c(ncc6)C=3[N+H2]CC2)cccc5)C=1,c1ccc2c(c1)c3ccnc4c3c(n2)C(=O)C5=C4[NH2+]CCC56C=C(C(=O)C(=C6)Br)Br
Brc1ccc(N(O)C(SCC(NC(=O)CCC([N+H3])C(=O)OCC)C(=O)NCC(=O)OCC)=O)cc1,CCOC(=O)CNC(=O)C(CSC(=O)N(c1ccc(cc1)Br)O)NC(=O)CCC(C(=O)OCC)[NH3+]
FC(F)(F)c1ccc(NC(=O)NC2C(C[N+H2]CC3C(OCCCCCCCCCCCC)C4OC(C)(C)OC4O3)OC3OC(C)(C)OC23)cc1,CCCCCCCCCCCCOC1C(OC2C1OC(O2)(C)C)C[NH2+]CC3C(C4C(O3)OC(O4)(C)C)NC(=O)Nc5ccc(cc5)C(F)(F)F
O=[N+]([O-])c1c2Nc3c(C(=O)c2c(NCCC[N+H](CCCNc2nccc4c(C)c5[nH]c6c(c5c(C)c24)cc(OC)cc6)C)cc1)cccc3,Cc1c2ccnc(c2c(c3c1[nH]c4c3cc(cc4)OC)C)NCCC[NH+](C)CCCNc5ccc(c6c5c(=O)c7ccccc7[nH]6)[N+](=O)[O-]
O=C(O[C@]1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(c(N)c6OCOc6c5)cc4C3)=CC1=2)C[N+H3],CCC1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5cc6c(c(c5c4)N)OCO6)OC(=O)C[NH3+]
Brc1cc2C(=O)C=3c4c(C(=O)N(CCC[N+H3])C=3c2cc1)cc([N+](=O)[O-])cc4,c1cc2c(cc1[N+](=O)[O-])c(=O)n(c-3c2C(=O)c4c3ccc(c4)Br)CCC[NH3+]
O=C([O-])c1c(C)c(c(N)c(C2[N+H2]C=3C(=O)C([N+H3])=C(OC)C(=O)C=3CC2)n1)-c1c(O)c(OC)c(OC)cc1,Cc1c(c(c(nc1C(=O)[O-])C2CCC3=C([NH2+]2)C(=O)C(=C(C3=O)OC)[NH3+])N)c4ccc(c(c4O)OC)OC
O=C(OC1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)C[N+H3],CCC1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4)OC(=O)C[NH3+]
O=C(CO)[C@@]1(O)C[C@H](OC2OC(C)C3OCN4C5C(C(C)OC(O[C@@H]6c7c([O-])c8C(=O)c9c(OC)cccc9C(=O)c8c([O-])c7C[C@@](O)(C(=O)CO)C6)C5)OC[N+H](C3C2)C4)c2c([O-])c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1,CC1C2C(CC(O1)OC3CC(Cc4c3c(c5c(c4[O-])C(=O)c6cccc(c6C5=O)OC)[O-])(C(=O)CO)O)[NH+]7CN(CO2)C8CC(OC(C8OC7)C)OC9CC(Cc1c9c(c2c(c1[O-])C(=O)c1cccc(c1C2=O)OC)[O-])(C(=O)CO)O
Clc1ccc(C23N(C(=O)CC2)c2c(N3)cc[n+H]c2)cc1,c1cc(ccc1C23CCC(=O)N2c4c[nH+]ccc4N3)Cl
O=C1C(CO)=C([N+H]2CC2)C(=O)C(C)=C1[N+H]1CC1,CC1=C(C(=O)C(=C(C1=O)[NH+]2CC2)CO)[NH+]3CC3
O=[N+]([O-])c1c2C([N+H2]CCCOC(=O)CC[C@H](NC(=O)[C@@H](NC(=O)C(OC3C(O)C(CO)OC(OCc4ccccc4)C3NC(=O)C)C)C)C(=O)N)c3c(Nc2ccc1)cccc3,CC(C(=O)NC(CCC(=O)OCCC[NH2+]C1c2ccccc2Nc3c1c(ccc3)[N+](=O)[O-])C(=O)N)NC(=O)C(C)OC4C(C(OC(C4O)CO)OCc5ccccc5)NC(=O)C
S(C)C=1C(=O)C=C2[C@H]([N+H2]Cc3cc(C#N)ccc3)CCc3c(c(OC)c(OC)c(OC)c3)C2=CC=1,COc1cc2c(c(c1OC)OC)-c3ccc(c(=O)cc3C(CC2)[NH2+]Cc4cccc(c4)C#N)SC
O=C(O[C@@H]\1[C@H](OC)C(=O)[C@@H](C)C[C@H](C)/C=C/C=C/C=C(/C)\[C@H](OC)C[C@H]2O[C@@](O)([C@@H](C)CC2)C(=O)C(=O)N2[C@H](C(=O)O[C@@H]([C@@H](C[C@@H]3C[C@H](OC)[C@@H](OC(=O)CC[N+H](CC)CC)CC3)C)CC(=O)[C@H](C)/C=C/1\C)CCCC2)CC[N+H](CC)CC,CC[NH+](CC)CCC(=O)OC1CCC(CC1OC)CC(C)C2CC(=O)C(C=C(C(C(C(=O)C(CC(C=CC=CC=C(C(CC3CCC(C(O3)(C(=O)C(=O)N4CCCCC4C(=O)O2)O)C)OC)C)C)C)OC)OC(=O)CC[NH+](CC)CC)C)C
O=C(C)C1(O)CC(OC2OC(C)C(O)C([N+H3])C2)c2c([O-])c3C(=O)c4c(C(=O)c3c([O-])c2C1)cccc4,CC1C(C(CC(O1)OC2CC(Cc3c2c(c4c(c3[O-])C(=O)c5ccccc5C4=O)[O-])(C(=O)C)O)[NH3+])O
N#Cc1ccc(C2N(C(c3ccccc3)=[N+H]O2)C23CC4CC(C2)CC(C3)C4)cc1,c1ccc(cc1)C2=[NH+]OC(N2C34CC5CC(C3)CC(C5)C4)c6ccc(cc6)C#N
S=C(N/N=C(/C)\c1ncccc1)N1CC[N+H](C2CCCCCC2)CC1,CC(=NNC(=S)N1CC[NH+](CC1)C2CCCCCC2)c3ccccn3
O=C(OC)C1[C@](O)(CC)C[C@@H](OC2OC(C)C(OC3OC(C)C(OC4C([N+H3])=CC(=O)C(C)O4)C(O)C3)C([N+H](C)C)C2)c2c([O-])c3C(=O)c4c([O-])cccc4C(=O)c3cc12,CCC1(CC(c2c(cc3c(c2[O-])C(=O)c4c(cccc4[O-])C3=O)C1C(=O)OC)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7C(=CC(=O)C(O7)C)[NH3+])O)[NH+](C)C)O
S=C(N/N=C(/C)\c1ncccc1)N1CC[N+H](CC#C)CC1,CC(=NNC(=S)N1CC[NH+](CC1)CC#C)c2ccccn2
O=C(N[C@H]1[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H]2N(C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H](O)[C@@H]([C@@H](CC)C)NC1=O)CCC2)[C@@H](N(C(=O)[C@H]1[N+H2]C[C@@H](O)C1)C)CC(C)C,CCC(C)C1C(CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CC(C[NH2+]3)O)C)Cc4ccc(cc4)OC)C)CC(C)C)C)C(C)C)O
